rID,Generic_Case_ID,Generic_Offender_ID,Charge_Number,Sentence_Year,Race,Gender,Age_Group,Offense,Offense_Type,Homicide_Type,Offense_Severity_Group,Sentence_Type,Sentence_Imposed_Months,Sentence_Suspended_Months,Sentence_to_Serve_Months,Sentence_Probation_Months,VVCA_AMT,Fine_AMT,Restitution_AMT,Fine_Suspended_AMT
13601,3019837,9172389,1,2011,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Probation,12,12,0,24,450,,,
13602,7499580,4274624,1,2011,White,F,22-30,Distribution Of a Controlled Substance,Drug,,D3,Probation,6,6,0,9,100,,,
13603,1779608,5082233,1,2011,Black,M,15-17,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,,,
13604,1779608,5082233,2,2011,Black,M,15-17,Burglary One,Property,,M5,Incarceration,36,0,36,0,100,,,
13605,1779608,5082233,3,2011,Black,M,15-17,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,12,0,12,0,100,,,
13606,3150972,867593,1,2011,Black,M,15-17,Robbery,Violent,,M5,Incarceration,36,0,36,0,100,,,
13607,1889397,5082233,1,2011,Black,M,15-17,Robbery,Violent,,M6,Incarceration,24,0,24,0,100,,,
13608,1392085,8506152,2,2011,Other or Unknown,M,51-60,Destruction of Property over $200,Property,,M8,Incarceration,14,0,14,0,100,,,
13609,5873790,2466950,1,2011,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,8,8,0,24,100,,,
13610,8010675,2143084,1,2011,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,14,0,14,0,100,,,
13611,911280,3204803,1,2011,Black,M,22-30,Assault W/I to Kill,Violent,,M5,Incarceration,96,0,96,0,100,,,
13612,911280,3204803,4,2011,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,,,
13613,6937627,7724446,1,2011,White,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,100,0,0,0
13614,2524179,1414242,1,2011,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,24,0,24,0,100,,,
13615,2524179,1414242,2,2011,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,14,0,14,0,100,,,
13616,6349213,7454087,1,2011,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,26,0,26,0,100,,,
13617,8155599,7344778,1,2011,Black,F,31-40,Second Degree Cruelty to Children Grave Risk,Other,,M8,Short Split,18,16,2,24,100,,,
13618,8155599,7344778,2,2011,Black,F,31-40,Second Degree Cruelty to Children Grave Risk,Other,,M8,Short Split,18,16,2,24,100,,,
13619,8431900,7426979,1,2011,Black,M,31-40,Second Degree Cruelty to Children Grave Risk,Other,,M8,Short Split,18,15,3,24,100,,,
13620,8431900,7426979,2,2011,Black,M,31-40,Second Degree Cruelty to Children Grave Risk,Other,,M8,Short Split,18,15,3,24,100,,,
13621,3652690,8681972,1,2011,Black,M,22-30,Robbery,Violent,,M6,Short Split,24,18,6,18,100,,,
13622,3652690,8681972,5,2011,Black,M,22-30,Robbery,Violent,,M6,Short Split,24,18,6,18,100,,,
13623,3538224,528209,1,2011,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D2,Probation,24,24,0,12,100,,,
13624,9044094,9709587,1,2011,Black,M,31-40,Robbery,Violent,,M8,Incarceration,24,0,24,0,100,,,
13625,7343250,6413748,1,2011,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Incarceration,14,0,14,0,100,,,
13626,7159628,2981110,1,2011,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,16,0,16,0,100,,,
13627,2955080,9005417,1,2011,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,18,0,18,0,100,,,
13628,186985,7967588,1,2011,Black,M,18-21,Robbery,Violent,,M5,Incarceration,36,0,36,0,100,,,
13629,9455972,296378,1,2011,Black,M,22-30,Involuntary Manslaughter,Homicide,Involuntary Manslaughter,M5,Incarceration,40,0,40,0,100,,,
13630,9455972,296378,2,2011,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,,,
13631,3690632,6004348,1,2011,Black,M,41-50,Burglary Two,Property,,M7,Incarceration,36,0,36,0,100,,,
13632,9018342,4746746,1,2011,Black,F,51-60,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,10,0,10,0,100,,,
13633,2052581,7541455,1,2011,Other or Unknown,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Probation,12,12,0,18,100,,,
13634,1072543,9775066,1,2011,Black,M,,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,12,6,6,12,100,,,
13635,5733003,4260771,2,2011,Black,M,18-21,Unauthorized Use of A Vehicle,Property,,M8,Short Split,9,9,1,24,100,0,0,0
13636,3803251,5646172,1,2011,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,18,16,2,18,100,,,
13637,2334372,3529073,1,2011,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,22,0,22,0,100,0,0,0
13638,7955669,7390510,1,2011,Black,M,18-21,Robbery,Violent,,M8,Incarceration,6,0,6,0,100,,,
13639,9187822,9125480,1,2011,Black,M,51-60,Burglary Two,Property,,M8,Probation,26,26,0,24,100,0,0,0
13640,5769803,4754058,1,2011,Black,M,18-21,Robbery,Violent,,M6,Incarceration,30,0,30,0,100,,,
13641,2990539,2532507,1,2011,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,24,18,6,12,150,,,
13642,1411946,1693815,1,2011,Black,M,51-60,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,22,0,22,0,100,,,
13643,7156376,8691366,2,2011,Black,M,41-50,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,12,0,12,0,100,,,
13644,2372731,1015653,2,2011,Other or Unknown,M,22-30,Destruction of Property over $200,Property,,M8,Short Split,12,6,6,24,100,0,500,0
13645,2511063,1952500,2,2011,Black,M,18-21,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,24,0,24,0,100,,,
13646,7358305,3977011,1,2011,Black,F,22-30,Attempt to Commit Robbery,Violent,,M8,Incarceration,18,0,18,0,100,,,
13647,7358305,3977011,2,2011,Black,F,22-30,Burglary Two,Property,,M7,Short Split,18,18,1,18,100,,,
13648,3112577,5258965,1,2011,Black,M,18-21,Unarmed Carjacking,Violent,,M5,Incarceration,84,0,84,0,100,,,
13649,8514811,3648321,1,2011,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Incarceration,18,0,18,0,100,0,0,0
13650,8514811,3648321,2,2011,Black,M,22-30,Burglary Two,Property,,M7,Incarceration,34,0,34,0,100,0,0,0
13651,4346675,5223399,1,2011,Black,M,15-17,Unarmed Carjacking,Violent,,M5,Incarceration,84,0,84,0,100,0,0,0
13652,5300092,4153469,1,2011,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,12,12,0,12,150,,,
13653,2021340,9526496,1,2011,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,12,0,12,0,100,,,
13654,7287931,9927238,1,2011,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,18,18,0,24,100,,,
13655,7989171,5952614,2,2011,Black,M,18-21,Unauthorized Use of A Vehicle,Property,,M8,Probation,24,24,0,12,100,,,
13656,5459998,6214922,2,2011,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,12,0,12,12,100,,,
13657,7167291,7307937,1,2011,Black,F,51-60,Distribution Of a Controlled Substance,Drug,,D3,Short Split,6,6,1,12,100,,,
13658,8081943,4948365,1,2011,Black,F,31-40,Bail Reform Act -Felony,Other,,M9,Short Split,12,9,3,24,100,0,0,0
13659,5388465,3864960,1,2011,Black,M,18-21,Robbery,Violent,,M6,Incarceration,18,0,18,0,100,,,
13660,5388465,3864960,2,2011,Black,M,18-21,Robbery,Violent,,M6,Incarceration,18,0,18,0,100,,,
13661,6221314,9333953,1,2011,Black,M,15-17,Robbery,Violent,,M6,Incarceration,45,0,45,0,100,,,
13662,6221314,9333953,2,2011,Black,M,15-17,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,48,0,48,0,100,,,
13663,4542948,485616,2,2011,Other or Unknown,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,,,
13664,4542948,485616,3,2011,Other or Unknown,M,22-30,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,,,
13665,4542948,485616,5,2011,Other or Unknown,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,20,0,20,0,100,,,
13666,6771996,4475325,1,2011,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,14,0,14,0,100,,,
13667,6771996,4475325,2,2011,Black,M,18-21,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,30,0,30,0,100,,,
13668,3886286,94390,1,2011,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,36,30,6,36,750,,,
13669,3259745,3843715,1,2011,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,24,0,24,0,100,,,
13670,3501207,4955852,1,2011,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,24,18,6,12,200,,,
13671,3598028,4950558,1,2011,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,64,0,64,0,100,,,
13672,3598028,4950558,2,2011,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,72,0,72,0,100,,,
13673,1255045,1602366,1,2011,Black,M,31-40,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,18,18,0,12,100,0,0,0
13674,2167138,6514867,1,2011,Black,M,18-21,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,20,0,20,0,100,,,
13675,9009333,7014201,1,2011,Black,,22-30,Unarmed Carjacking,Violent,,M5,Incarceration,84,0,84,0,100,,,
13676,9009333,7014201,2,2011,Black,,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,36,0,36,0,100,,,
13677,1497063,6912168,1,2011,Other or Unknown,M,18-21,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,36,0,36,0,100,,,
13678,5839506,7190929,1,2011,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,10,0,10,0,100,0,0,0
13679,9957062,1337000,1,2011,Black,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,12,0,12,0,450,,,
13680,2821742,7888999,2,2011,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Long Split,24,12,12,24,350,0,0,0
13681,4135988,489534,1,2011,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,3,3,0,6,100,0,0,0
13682,8443815,2005329,2,2011,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,7,7,0,15,100,,,
13683,4635349,55943,2,2011,Black,M,31-40,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
13684,2266725,7353567,1,2011,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D2,Probation,18,18,0,24,100,,,
13685,6324189,7225837,1,2011,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,20,20,0,12,100,,,
13686,7620847,513607,1,2011,Black,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,24,20,4,18,100,,,
13687,9454680,6373524,1,2011,Black,M,18-21,Robbery,Violent,,M5,Incarceration,27,0,27,0,100,,,
13688,9454680,6373524,2,2011,Black,M,18-21,Threat to Kidnap or Injure a Person,Violent,,M8,Incarceration,10,0,10,0,100,,,
13689,3689595,1795155,1,2011,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,18,0,18,0,100,,,
13690,6588037,9887809,3,2011,Black,M,18-21,Conspiracy,Other,,M9,Incarceration,6,0,6,0,100,0,0,0
13691,6588037,9887809,5,2011,Black,M,18-21,Subornation or Perjury,Other,,M8,Incarceration,12,0,12,0,100,0,0,0
13692,6588037,9887809,7,2011,Black,M,18-21,"Obstructing Justice (Witness or Officer) (Influence, Delay)",Other,,M5,Incarceration,55,0,55,0,100,0,0,0
13693,2813851,8648386,1,2011,Black,M,18-21,Robbery,Violent,,M8,Incarceration,24,0,24,0,200,,,
13694,3471023,9959841,2,2011,Black,M,31-40,Felon in Possession,Weapon,,M7,Incarceration,30,0,30,0,100,,,
13695,4649797,5157378,1,2011,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Long Split,32,16,16,24,100,0,0,0
13696,4649797,5157378,2,2011,Black,M,22-30,Unlawful Possession of Liquid PCP,Drug,,D3,Short Split,22,22,1,24,100,0,0,0
13697,775843,688869,1,2011,Black,M,41-50,Attempt to Commit Robbery,Violent,,M8,Short Split,19,18,1,24,100,0,0,0
13698,3203637,9594704,1,2011,Black,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,24,18,6,18,100,,,
13699,3050163,3570603,1,2011,Black,M,31-40,Robbery,Violent,,M8,Incarceration,12,0,12,0,100,,,
13700,1791679,9014916,1,2011,Black,M,51-60,Threat to Kidnap or Injure a Person,Violent,,M8,Incarceration,20,0,20,0,100,,,
13701,586114,1822878,1,2011,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,48,0,48,0,100,0,0,0
13702,3640030,7490349,1,2011,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,10,10,0,24,100,0,0,0
13703,1920518,6681155,1,2011,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,9,9,0,12,100,,,
13704,1005264,6834082,1,2011,Black,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,18,0,18,0,400,,,
13705,2664121,4238913,1,2011,Black,M,18-21,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,,,
13706,2664121,4238913,2,2011,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,,,
13707,5777577,3470080,1,2011,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D2,Short Split,18,12,6,30,100,0,0,0
13708,5777577,3470080,2,2011,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,18,12,6,30,100,0,0,0
13709,5777577,3470080,3,2011,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,18,12,6,30,100,0,0,0
13710,5623932,4553396,2,2011,White,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,12,12,0,12,100,,,
13711,3602126,8927711,1,2011,Black,M,51-60,Burglary Two,Property,,M7,Incarceration,36,0,36,0,100,0,0,0
13712,4045505,3879877,1,2011,Black,M,18-21,Robbery,Violent,,M6,Long Split,24,12,12,24,100,0,0,0
13713,8436676,4930285,3,2011,Other or Unknown,M,51-60,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,48,0,48,0,100,,,
13714,8436676,4930285,7,2011,Other or Unknown,M,51-60,Obstructing Justice,Other,,M5,Incarceration,48,0,48,0,100,,,
13715,567670,4517514,1,2011,Black,M,18-21,Robbery,Violent,,M6,Incarceration,24,0,24,0,100,,,
13716,9900149,8108528,1,2011,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,16,0,16,0,100,,,
13717,7650254,2921041,1,2011,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,18,0,18,0,100,0,0,0
13718,7205715,3698247,1,2011,Black,F,31-40,Fraud 1st Deg $1000 or More,Other,,M9,Probation,12,12,0,48,250,0,8868,0
13719,4847054,4162157,1,2011,Black,M,18-21,Robbery,Violent,,M8,Incarceration,9,0,9,18,100,,,
13720,3632232,3248186,1,2011,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,6,0,6,0,100,,,
13721,447314,4033594,1,2011,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Short Split,14,10,4,36,100,,,
13722,1526359,8786199,1,2011,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D2,Short Split,1,1,1,12,100,0,0,0
13723,7109444,7674272,1,2011,Black,M,18-21,Attempt to Commit Robbery,Violent,,M8,Incarceration,14,0,14,0,100,0,0,0
13724,7828674,7777559,1,2011,Black,M,61-70,Distribution Of a Controlled Substance,Drug,,D2,Probation,16,16,0,12,200,,,
13725,6506858,3315531,1,2011,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,100,,,
13726,6188295,8235178,1,2011,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,6,6,0,12,100,,,
13727,9125894,1686507,1,2011,Black,M,18-21,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,20,0,20,0,100,,,
13728,3305130,6253645,1,2011,White,F,22-30,Negligent Homicide -Felony,Other,,M7,Incarceration,36,0,36,0,100,0,0,0
13729,4625790,3052180,1,2011,Black,F,31-40,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,16,0,16,0,100,,,
13730,2883311,9739935,1,2011,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,14,0,14,0,100,,,
13731,4871721,1215404,1,2011,Black,M,22-30,Receiving Stolen Property $1000 or More,Property,,M9,Incarceration,5,0,5,0,100,,,
13732,4871721,1215404,4,2011,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,37,0,37,0,100,,,
13733,7914590,5073001,1,2011,Black,F,41-50,Prisoner Escape,Other,,M9,Incarceration,6,0,6,0,100,,,
13734,5321294,3750087,11,2011,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Long Split,30,22,8,3,100,0,0,0
13735,6529827,4402805,1,2011,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,24,24,0,48,100,0,0,0
13736,9671341,5225566,1,2011,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D1,Incarceration,30,0,30,0,100,,,
13737,634126,9831807,2,2011,Black,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,18,0,18,0,1500,,,
13738,7532091,6639215,1,2011,White,M,22-30,Aggravated Assault Knowingly,Violent,,M6,Incarceration,30,0,30,0,100,,,
13739,8883558,3299727,1,2011,Black,M,41-50,Aggravated Assault Knowingly,Violent,,M6,Incarceration,70,0,70,0,100,0,0,0
13740,5312030,7663661,1,2011,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,28,22,6,12,100,,,
13741,5769838,5255435,1,2011,Black,F,22-30,Assault with Significant Bodily Injury,Violent,,M8,Probation,6,6,0,12,100,,,
13742,6710237,760454,1,2011,Black,M,31-40,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,12,0,12,12,100,,,
13743,2361793,6157387,1,2011,Black,M,18-21,Attempt to Commit Robbery,Violent,,M8,Incarceration,6,0,6,0,100,,52.49,
13744,6493477,4275321,1,2011,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,20,20,0,12,250,,,
13745,4699058,9342278,1,2011,White,F,22-30,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,5,0,5,0,100,,,
13746,872289,570773,1,2011,Black,F,22-30,Distribution Of a Controlled Substance,Drug,,D3,Probation,9,9,0,12,100,0,0,0
13747,3057350,2322907,1,2011,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,14,0,14,0,100,,,
13748,9999272,205070,1,2011,Black,M,18-21,Robbery,Violent,,M5,Incarceration,36,0,36,0,100,,,
13749,832310,7483794,1,2011,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Long Split,24,14,10,12,100,0,0,0
13750,8682097,5434410,1,2011,Black,F,18-21,Attempt to Commit Robbery,Violent,,M8,Short Split,12,12,1,24,100,0,0,0
13751,9029308,5337994,1,2011,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,18,0,18,0,100,,,
13752,9541720,9811327,1,2011,Black,M,51-60,Assault With A Dangerous Weapon,Violent,,M8,Incarceration,24,0,24,0,100,,,
13753,9664346,6777593,1,2011,Black,M,22-30,First Degree Child Sex Abuse,Sex,,M6,Incarceration,40,0,40,0,100,,,
13754,9273238,3856998,1,2011,Black,M,51-60,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,18,18,0,24,450,,,
13755,386295,7366378,1,2011,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,10,5,5,12,100,,,
13756,5425533,344278,1,2011,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,12,100,,,
13757,2051678,9216389,1,2011,Black,,31-40,Prisoner Escape,Other,,M9,Incarceration,1,0,1,0,100,,,
13758,450309,106809,1,2011,Black,M,31-40,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,30,0,30,0,100,,,
13759,450309,106809,2,2011,Black,M,31-40,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,24,0,24,0,100,,,
13760,450309,106809,3,2011,Black,M,31-40,Assault On A Police Officer,Violent,,M7,Incarceration,30,0,30,0,100,,,
13761,8067523,3424835,1,2011,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Probation,12,12,0,12,150,,,
13762,2704256,537247,2,2011,Black,F,31-40,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,6,0,6,0,100,,,
13763,9298087,8412685,2,2011,Black,M,41-50,Unauthorized Use of A Vehicle,Property,,M8,Probation,6,6,0,12,200,,,
13764,5456058,8896860,1,2011,Black,M,18-21,Bail Reform Act -Felony,Other,,M9,Incarceration,3,0,3,0,100,,,
13765,911735,8234466,1,2011,Black,M,41-50,Prison Breach,Other,,M9,Incarceration,16,0,16,0,100,0,0,0
13766,6081715,649228,1,2011,Black,M,31-40,Poss W/I to Dist Marijuana-Fel,Drug,,D3,Short Split,14,14,1,36,100,0,0,0
13767,9494098,3667364,1,2011,Black,M,22-30,Robbery,Violent,,M6,Incarceration,18,0,18,0,100,,,
13768,3991463,2570192,1,2011,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,20,0,20,0,100,,,
13769,9475546,6600235,1,2011,Black,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,16,0,16,0,100,,,
13770,1856278,9637932,1,2011,Black,,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,40,0,40,0,100,,,
13771,1856278,9637932,2,2011,Black,,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,40,0,40,0,100,,,
13772,1856278,9637932,3,2011,Black,,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,40,0,40,0,100,,,
13773,1856278,9637932,4,2011,Black,,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,,,
13774,9257077,537849,1,2011,Black,M,18-21,Robbery,Violent,,M5,Incarceration,48,0,48,0,100,,,
13775,2365330,3189813,1,2011,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Probation,12,12,0,12,100,,,
13776,2136052,2556332,1,2011,Black,M,18-21,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,15,0,15,0,100,,,
13777,7097398,1153630,3,2011,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,18,18,0,36,100,0,0,0
13778,9333689,9183743,1,2011,Black,M,22-30,Assault W/I to Commit Robbery,Violent,,M6,Incarceration,42,0,42,0,100,0,0,0
13779,2067223,3183487,1,2011,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Incarceration,14,0,14,0,100,,,
13780,5202502,3115406,1,2011,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,24,20,4,24,100,0,0,0
13781,5616451,7214238,1,2011,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,24,18,6,36,100,0,0,0
13782,3222280,3203687,1,2011,Black,M,22-30,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,6,6,0,12,150,,,
13783,9611743,8902348,2,2011,Black,M,18-21,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,36,0,36,0,100,,,
13784,9042753,6225910,1,2011,Black,M,18-21,Assault W/I to Kill,Violent,,M5,Incarceration,60,0,60,0,100,,,
13785,8691543,6931480,1,2011,Black,M,18-21,Robbery,Violent,,M6,Incarceration,24,0,24,0,100,,,
13786,8232364,2456091,1,2011,White,M,22-30,Prisoner Escape,Other,,M9,Incarceration,8,0,8,0,100,,,
13787,5335600,2544896,1,2011,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,10,10,0,11,100,,,
13788,7828367,9529098,1,2011,Black,M,15-17,Attempt to Commit Robbery,Violent,,M8,Incarceration,24,0,24,0,100,,,
13789,1828090,589801,1,2011,Black,M,18-21,Aslt W/I to Commit First Deg Sex Abuse,Violent,,M6,Incarceration,40,0,40,0,100,0,0,0
13790,1828090,589801,2,2011,Black,M,18-21,Robbery,Violent,,M6,Incarceration,40,0,40,0,100,0,0,0
13791,5825035,589801,1,2011,Black,M,18-21,Robbery,Violent,,M5,Incarceration,48,0,48,0,100,0,0,0
13792,2488196,589801,1,2011,Black,M,18-21,Assault W/I to Commit Robbery,Violent,,M6,Incarceration,40,0,40,0,100,0,0,0
13793,2488196,589801,2,2011,Black,M,18-21,Carry Dang Weapon-Outside Home/Business,Weapon,,M8,Incarceration,19,0,19,0,100,0,0,0
13794,2488196,589801,3,2011,Black,M,18-21,Burglary Two,Property,,M8,Incarceration,12,0,12,0,100,0,0,0
13795,8342750,5211975,4,2011,Black,F,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,500,,,
13796,8072022,7278634,3,2011,Black,F,41-50,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,500,,,
13797,4170633,863366,3,2011,Black,F,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,500,0,0,0
13798,2367050,7676399,3,2011,Black,M,18-21,Unauthorized Use of A Vehicle,Property,,M8,Incarceration,10,0,10,0,100,,,
13799,2367050,7676399,4,2011,Black,M,18-21,Destruction of Property over $200,Property,,M8,Incarceration,10,0,10,0,100,,,
13800,7877683,8211535,1,2011,Black,M,18-21,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,18,0,18,0,100,,,
13801,8570682,2343071,1,2011,Black,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,12,0,12,0,100,,,
13802,5059479,6669215,1,2011,Black,M,18-21,Robbery,Violent,,M8,Probation,24,24,0,36,100,0,0,0
13803,9619806,9667344,1,2011,White,M,22-30,Second Degree Cruelty to Children Grave Risk,Other,,M8,Short Split,18,12,6,24,100,0,2000,0
13804,6906870,3168654,1,2011,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,100,,,
13805,1952536,95502,1,2011,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Incarceration,18,0,18,0,100,,,
